Source,Target,src_position,dst_position,address,value,note,tx_hash,block_height,block_hash,fee,n_input,amount_input,n_output,amount_output,temporal_index
7019677348379757,8193200808144169,1,0,14utGh8pvh2WRzojt2CiNjqFVRFSo9Ld1X,264000000,unknown_tx,,-1,,0,0,0,0,0,-1
3318565482570087,8893175262596746,1,319,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
5673897435185332,3596476848089932,0,201,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
4325815551979394,3867136260665094,1,0,19apGwKND4EjPprRqScDApNFsSXMkmy5Z7,191000000,unknown_tx,,-1,,0,0,0,0,0,-1
4325815551979394,2213683955329345,0,90,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
5644465371071767,2213683955329345,1,167,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
4271586188163457,5120473997015722,0,0,14YVDAYiCLddYeDNhnbZbCYBo2FBBqjF7a,900000000,unknown_tx,,-1,,0,0,0,0,0,-1
2548063266331563,1718972685775406,1,0,1DYsXbPFqqr1B9jigfdWfR3MZ2rsBK9jtn,825000000,unknown_tx,,-1,,0,0,0,0,0,-1
3956818288629569,3870487767494395,0,0,1J5RKKCLiaM5wc4ijwrfDcBtx8d15z1GV6,773000000,unknown_tx,,-1,,0,0,0,0,0,-1
8936085549164769,6452375124282690,1,200,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
7385776560755793,783476839814024,0,0,1FYMmJzMT6bjrw5UZNmVJhDia8UwFFMrD8,662000000,unknown_tx,,-1,,0,0,0,0,0,-1
3696814083187064,2673998922169891,1,517,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
4099514914335917,2673998922169891,0,738,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
7249666852598452,3596476848089932,0,462,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000,unknown_tx,,-1,,0,0,0,0,0,-1
7249666852598452,2500944957995158,1,0,16DfBEXx7AGYkvwVvbaQ7JneX2ypEEduwy,415000000,unknown_tx,,-1,,0,0,0,0,0,-1
8803512830600836,2793249001732889,0,0,12g4exLR5z1W2x2nwGrZ5MKsUMVMMHCHy7,319000000,unknown_tx,,-1,,0,0,0,0,0,-1
8877136549173232,437064657422763,0,0,12Ma56F4czx8j7REUM2G3qCM7jvnQuQY6z,272000000,unknown_tx,,-1,,0,0,0,0,0,-1
