src_id,dst_id,src_position,dst_position,address,value
1749236747933168,7177711336250482,1,2,1AjM5PaM2ZSYYYwu41AFNcPZyf24oJgKP8,94000000
6867550545877554,483131553447978,0,0,1RAtaQChShz1oCEoyDKuR85PcNTxPbTno,2363350000
483131553447978,7909562702004772,0,0,15Q518JWFyLj9TQ4r9ueEm7yPMMhH1BBqs,2259350000
483131553447978,403358594357662,1,2,18g5BmwE4SRARxtBMRLJvfS8gcZRH3woda,104000000
7783156119531008,2881517771051955,0,0,18Ko9UUGDu3ntC2yNPo9Xt5FBVh5NGyLjJ,238692532
2881517771051955,2439726600659955,0,0,12ei28vFzrfVW6gDHmwtYWxgdbntYLiS7C,188692532
2881517771051955,8355957560118653,1,9,13CcqNnq7oEx7oDYJ3GXNahsjAXbtYYFd2,50000000
1749236747933168,7843531472713913,0,0,1BgRcyajCWdzD8FKMTV4f2D2qTN13phW88,1467960000
7843531472713913,3150562226966477,0,0,1AqgJDx7drK5idysZJV8RNwMoRqzfhBNT3,1167960000
7843531472713913,6242818017311074,1,2,13SK7C35jYhs2wz4jiMCX4JZJ5JPoCGg9y,300000000
483131553447978,7909562702004772,0,0,15Q518JWFyLj9TQ4r9ueEm7yPMMhH1BBqs,2259350000
7909562702004772,5103873946211532,0,0,1GCHsE4bWXuLT8332Lfjh4VKrGvypZHSPC,2159350000
7909562702004772,6062039487984292,1,4,15wpRVwdP2XEkvPCx9TqGwEoQrcG788oJD,100000000
2881517771051955,2439726600659955,0,0,12ei28vFzrfVW6gDHmwtYWxgdbntYLiS7C,188692532
2439726600659955,1105243489525846,0,0,1CMjN41ZNxYVoQUDeggrjkRu4phXgvQcqq,88692532
2439726600659955,4627541184956130,1,18,1CcvqLs2SzckTsKRhpfk2JzPqkiqSkd6Hu,100000000
7843531472713913,3150562226966477,0,0,1AqgJDx7drK5idysZJV8RNwMoRqzfhBNT3,1167960000
3150562226966477,4015185047530216,0,0,1HhJe8gtrgXfp6BjwsvbDGtEiimmvaNHcP,723960000
3150562226966477,5024897244216361,1,0,1F8vinw1oufRyc23CzP6r8jSFxNfCL2ees,444000000
7909562702004772,5103873946211532,0,0,1GCHsE4bWXuLT8332Lfjh4VKrGvypZHSPC,2159350000
5103873946211532,4990980290868934,0,0,15GMy81uSywugimBTU7TY3rGBTdHRwK3Re,2058350000
5103873946211532,2784379469637956,1,0,12U7cVpc9yeYf81gAGd35NKyFP4pq7aP6u,101000000
2439726600659955,1105243489525846,0,0,1CMjN41ZNxYVoQUDeggrjkRu4phXgvQcqq,88692532
1105243489525846,4834694203074524,0,1,1HASNVh6hU15sMdWBHZvLikHNoz2cMui6W,86692532
1105243489525846,7524800869746824,1,2,1GSY1eAJTuYXykzTXjeWFw5763RpPaSZTZ,2000000
3150562226966477,4015185047530216,0,0,1HhJe8gtrgXfp6BjwsvbDGtEiimmvaNHcP,723960000
4015185047530216,5879437106703389,0,0,13tEiz5wt9612DpF7ZYo4aWQiXBpGELBtQ,602960000
4015185047530216,7033470861458314,1,0,1BPYgqk7drJFGXtNb1TvvoPEFCQxLz9DVU,121000000
5103873946211532,4990980290868934,0,0,15GMy81uSywugimBTU7TY3rGBTdHRwK3Re,2058350000
4990980290868934,7727912248254463,0,0,1KXG68q1c9NxBM7iKjMEqZQmPz5aPEv1mm,2008350000
4990980290868934,8011067584291843,1,2,1KnJMDtAu7ZkUKDs7xrbWMQpVfZKZW8rLs,50000000
2339851664141044,4834694203074524,0,0,12ZhzeFUvHopqEoG4ZU429pmnHtHcELMpm,300450000
1105243489525846,4834694203074524,0,1,1HASNVh6hU15sMdWBHZvLikHNoz2cMui6W,86692532
4834694203074524,1808246155784708,0,0,1KuziB8ShEWVtvh9biPGYoXAyf8gqEBgm1,86142532
4834694203074524,1544978950652878,1,9,12dEgjARoZD3egctgU7BgUJuVAq1Bwy5qN,301000000
4015185047530216,5879437106703389,0,0,13tEiz5wt9612DpF7ZYo4aWQiXBpGELBtQ,602960000
5879437106703389,5149558883620449,0,0,1AiLFBWfqPKvh8nfSfkxm2pxZghjJrQeH9,436960000
5879437106703389,1110543470033608,1,3,1KZWR4XWqHPadaLdZtXGaXNw7sD3NUq7pH,166000000
4990980290868934,7727912248254463,0,0,1KXG68q1c9NxBM7iKjMEqZQmPz5aPEv1mm,2008350000
7727912248254463,1796174802852106,0,0,1KeFho9oZfyrsM4S4JyqjsS2ZLf85GukU3,1998350000
7727912248254463,2103307750079923,1,156,1BCR5JhdUmtWcywgVdpyCh5VVkYDqmJK7J,10000000
4834694203074524,1808246155784708,0,0,1KuziB8ShEWVtvh9biPGYoXAyf8gqEBgm1,86142532
1808246155784708,2380512527873191,0,0,1MdESnzP1xcTwzq8tSHV1CBug6bVPgSkvV,61142532
1808246155784708,1158980880416864,1,6,18S2pqUpmSNQbY75r3ERM7CmSjAvJgnrsW,25000000
5879437106703389,5149558883620449,0,0,1AiLFBWfqPKvh8nfSfkxm2pxZghjJrQeH9,436960000
5149558883620449,6918647177340585,0,0,1LzFHbkGXB21vzsWE6qwgq1TzYFDgx8G6k,423960000
5149558883620449,1719063215058901,1,1,1JGZPjXdsVWxyAq3qmAgXe5x59L6KpSG1S,13000000
7727912248254463,1796174802852106,0,0,1KeFho9oZfyrsM4S4JyqjsS2ZLf85GukU3,1998350000
1796174802852106,3323265737516430,0,0,1ByqtfGEKLgA1Dbh8X7dhJNdaT1uyz74NE,1988350000
1796174802852106,2834027575482881,1,4,13JsbsHLVsJSCzfxnf5cayrtvEFAWMnfbD,10000000
1808246155784708,2380512527873191,0,0,1MdESnzP1xcTwzq8tSHV1CBug6bVPgSkvV,61142532
2380512527873191,2247423129469945,0,0,188hrZhUVU7sPfF6diM45d3p7mJAQpuxJY,60142532
2380512527873191,7524800869746824,1,0,1McoddF1UmofsAQTA7qXuLXMAu1TMGVvPw,1000000
5149558883620449,6918647177340585,0,0,1LzFHbkGXB21vzsWE6qwgq1TzYFDgx8G6k,423960000
6918647177340585,7230840465583701,0,0,19nbUyxN9YYGDfVcfnVE2qQTbzUAoCYXHK,353960000
6918647177340585,8164691346706582,1,2,18MjdXpTyek3ESTPc2HCQnATv1jY4acUeR,70000000
1796174802852106,3323265737516430,0,0,1ByqtfGEKLgA1Dbh8X7dhJNdaT1uyz74NE,1988350000
3323265737516430,1712059766873552,0,0,16u6dBL35QAnvP2FDqSVm8o3dW6t5kNqEG,1938350000
3323265737516430,1810332543715487,1,11,1Mr6VrEwLXAZTXeUGefbmcvPm6rNH59vEK,50000000
2380512527873191,2247423129469945,0,0,188hrZhUVU7sPfF6diM45d3p7mJAQpuxJY,60142532
2247423129469945,1913794990893781,0,0,12fNiZXoJqWgx3RcMhj1JtukCQZFBKGek4,32142532
2247423129469945,8196248606588414,1,1,1AHwrrkeBpRbCL6afqQ6ZaXac4sc6RWzpf,28000000
6918647177340585,7230840465583701,0,0,19nbUyxN9YYGDfVcfnVE2qQTbzUAoCYXHK,353960000
7230840465583701,1805833647576335,0,0,1AtzLkBQHemDH9bW7DEHsE5Z7tkLM34PMx,200960000
7230840465583701,5220869729990805,1,1,176THFhN9WyoN7YXJpfxiNNbXPGUyxbn7a,153000000
3323265737516430,1712059766873552,0,0,16u6dBL35QAnvP2FDqSVm8o3dW6t5kNqEG,1938350000
1712059766873552,316686393009450,0,0,1AXHhXmeaB7ijq6MBsH6BujUj3V1ubKszu,1833350000
1712059766873552,3270050819053828,1,4,1FMnujtdj9KE2mtu58bRXTVnsS5PGCkNoz,105000000
2247423129469945,1913794990893781,0,0,12fNiZXoJqWgx3RcMhj1JtukCQZFBKGek4,32142532
1913794990893781,773453735749904,0,0,12vAgwe9E9asR9o1d2SEavX2NWDHMF4HEn,22142532
1913794990893781,5794481836953762,1,8,19u8YwqdWy1SwUPByKFPDiLs6Ri9xe8Bsz,10000000
1712059766873552,316686393009450,0,0,1AXHhXmeaB7ijq6MBsH6BujUj3V1ubKszu,1833350000
316686393009450,3192725235283078,0,0,1PGaZq7kJrH7GQ2sEp7KB26Neq4qUwK2uY,1533350000
316686393009450,7911166769616269,1,3,1J6yj2hFW5EGjHP8A4CaCLK22AnGEAutJi,300000000
1913794990893781,773453735749904,0,0,12vAgwe9E9asR9o1d2SEavX2NWDHMF4HEn,22142532
773453735749904,5744191634150597,0,0,1LvKVwZxBjZqwPAsiLUMzSTdyhACgBUjzE,21142532
773453735749904,UTXO1,1,-1,1EXZ9xmj4437nrxbHhLKgyNzdT2ztmnrXp,1000000
316686393009450,3192725235283078,0,0,1PGaZq7kJrH7GQ2sEp7KB26Neq4qUwK2uY,1533350000
3192725235283078,3958075459425518,0,0,17CZBZTV9uBAL5hh1YbJqPwwssi8gG65z4,1319350000
3192725235283078,6339381270706057,1,2,12maH6uUVsJwux48dBFRbX1tW1CoLLLmBL,214000000
773453735749904,5744191634150597,0,0,1LvKVwZxBjZqwPAsiLUMzSTdyhACgBUjzE,21142532
5744191634150597,7862788897356438,0,0,1CiHa4YJ6tYisCVSpbUW9FtLqPWoGEb8Jt,8142532
5744191634150597,1090703111428523,1,2,1j2u7rF3bbLq2aNGFmyRnvyKeGff8NiUq,13000000
3192725235283078,3958075459425518,0,0,17CZBZTV9uBAL5hh1YbJqPwwssi8gG65z4,1319350000
3958075459425518,4150005151534546,0,0,1NL8CSFAQ8awoXFpCLtyQiKUsahU1dGqYi,1118350000
3958075459425518,UTXO2,1,-1,16DssYNaxcdLieWqwwDKQ9dCfKY3RYKBd4,201000000
5744191634150597,7862788897356438,0,0,1CiHa4YJ6tYisCVSpbUW9FtLqPWoGEb8Jt,8142532
7862788897356438,7336596886666018,0,0,19EwArTS3c38U422ZfoXSpvVpuxz8X35uu,5142532
7862788897356438,UTXO3,1,-1,1PXnE6FWx6QjNWQh44bKTmWL2osarg4uDj,3000000
3958075459425518,4150005151534546,0,0,1NL8CSFAQ8awoXFpCLtyQiKUsahU1dGqYi,1118350000
4150005151534546,7652466703860521,0,0,16JBTqWHeg9YyNvU3f4fwDXY3nnD7nAGwm,1014350000
4150005151534546,1693273968283145,1,1,1NUixziXHyndHm6Jk1P4sP1bB2Dz5ewxjZ,104000000
7862788897356438,7336596886666018,0,0,19EwArTS3c38U422ZfoXSpvVpuxz8X35uu,5142532
7336596886666018,4883770229053184,0,0,1JUF2jZ3FDzr3G2XaaTaef2snGnZiaexcX,4142532
7336596886666018,6545033846133829,1,4,16UPwpoudSM7r4Xz7p9kTMfq4MrTqnknwZ,1000000
4150005151534546,7652466703860521,0,0,16JBTqWHeg9YyNvU3f4fwDXY3nnD7nAGwm,1014350000
7652466703860521,8332330360514225,0,0,16TY5HrShbR5hbg91wvyvGRf18ny76akSV,912350000
7652466703860521,3204457338366438,1,3,1GMN8FD4ZszKnXB6KApDnZ84oXek68Ges9,102000000
7336596886666018,4883770229053184,0,0,1JUF2jZ3FDzr3G2XaaTaef2snGnZiaexcX,4142532
4883770229053184,1691268581279769,0,0,1JwoKtP2hjUVi8SjustzyLDy3LBm92Wgx2,2142532
4883770229053184,1503393749996378,1,3,1vFDtSonasUAR7Ut7xN6rs8WP5KxfBHs7,2000000
7652466703860521,8332330360514225,0,0,16TY5HrShbR5hbg91wvyvGRf18ny76akSV,912350000
8332330360514225,7760667657120117,0,0,1Dyr13NYfBAygCnttufMwkCYT2b8Jhrpwc,902350000
8332330360514225,UTXO4,1,-1,1LisfRksLsqtoHWrvhAWHo9pjY6LjE5Qde,10000000
4883770229053184,1691268581279769,0,0,1JwoKtP2hjUVi8SjustzyLDy3LBm92Wgx2,2142532
1691268581279769,5422852648083527,0,0,1HELLsud6hg8saykRHKHL3UyvTnfopNHSs,1142532
1691268581279769,3132657326727963,1,112,1MGQtBLkghLiNJCxvmSE9LcUnb6tEZQhXN,1000000
8332330360514225,7760667657120117,0,0,1Dyr13NYfBAygCnttufMwkCYT2b8Jhrpwc,902350000
7760667657120117,7162684612916209,0,0,1Q4xXhdoEw3LU2JZZpEaDxxEouZUGXpvag,877350000
7760667657120117,238702664458348,1,61,1KuWrtcvVPXEQhWUn2QgjT4ajAQzwXQr7n,25000000
1691268581279769,5422852648083527,0,0,1HELLsud6hg8saykRHKHL3UyvTnfopNHSs,1142532
7353037679696674,5422852648083527,0,1,17QGFtvaMchN3pgxcy5ZxnoCkZdJLKHZFH,20617921
5422852648083527,3913580635797902,0,0,17pBcbdynADzgJJxMigzAvNNERWXhpbFj,1760453
5422852648083527,7040786219548261,1,39,1g59VCbZs52FEEcc3KU5yc3aSAEBh6V9S,20000000
7760667657120117,7162684612916209,0,0,1Q4xXhdoEw3LU2JZZpEaDxxEouZUGXpvag,877350000
7162684612916209,8822258537825865,0,0,1ERJXYz9cmye4e8fMv1XBW84Pt4D8YpLpj,866350000
7162684612916209,4770364225258728,1,1,15BT6MsRYWStascEJJHCQhfP2BrkfY5jwZ,11000000
7162684612916209,8822258537825865,0,0,1ERJXYz9cmye4e8fMv1XBW84Pt4D8YpLpj,866350000
8822258537825865,1659084016935458,0,0,13xntf78UMNW4UXXigRgqjDcU5nEhUAfHN,766350000
8822258537825865,642812750157535,1,55,1AezdzBeDXDhvoubdgHYLWYQZiMdRgJPim,100000000
8822258537825865,1659084016935458,0,0,13xntf78UMNW4UXXigRgqjDcU5nEhUAfHN,766350000
1659084016935458,4148827966251436,0,0,1AdPfdgtEasRAqHAkYufSVCKE7F6AQD5o2,713350000
1659084016935458,6653372553681703,1,0,1NCbc7pMxES5x5cFvFVmRmRzjQ6ofNuRY2,53000000
1659084016935458,4148827966251436,0,0,1AdPfdgtEasRAqHAkYufSVCKE7F6AQD5o2,713350000
4148827966251436,1909011559966869,0,0,13SDPpidvJJnD5y3c3hXiWY55KUHSXgoiE,211350000
4148827966251436,5840510717543613,1,2,14Lx3XnrLLgKwU7zurzWuiXXe2Uq6Dk8M7,502000000
4148827966251436,1909011559966869,0,0,13SDPpidvJJnD5y3c3hXiWY55KUHSXgoiE,211350000
1909011559966869,5690238001905507,0,0,12RubwQJiXdDzaYxYC41YngT3WcmdZSdsf,130350000
1909011559966869,3376478707826798,1,9,161ymK66JsNnjrLnpgSBrvzNYNmhpucYBE,81000000
1909011559966869,5690238001905507,0,0,12RubwQJiXdDzaYxYC41YngT3WcmdZSdsf,130350000
5690238001905507,2881453118096915,0,0,1dgpuNVfQhptNJhhhBAAcmR3BLn2yFJK3,119350000
5690238001905507,3843793974383022,1,41,1J8iFT7Z5cfSV4b9zsUX5iJTRCUiC4prX6,11000000
5690238001905507,2881453118096915,0,0,1dgpuNVfQhptNJhhhBAAcmR3BLn2yFJK3,119350000
2881453118096915,2577451752041048,0,0,1FGrYZCdPxdYKoVKsGSLdrzSPF4puK2iwe,109350000
2881453118096915,192973876795248,1,71,1JyBgmYh4JqnLkqe4NXoimLJJDPJzyiLpF,10000000
2881453118096915,2577451752041048,0,0,1FGrYZCdPxdYKoVKsGSLdrzSPF4puK2iwe,109350000
2577451752041048,4494332459280749,0,0,1DWak4hgytd4RVnCEUXvJicBnod5dTF6mw,9350000
2577451752041048,2744405126021784,1,1,19PsiRsCi6qRB6Yp6U19yGBBeN1EGKMLsJ,100000000
2577451752041048,4494332459280749,0,0,1DWak4hgytd4RVnCEUXvJicBnod5dTF6mw,9350000
4494332459280749,7515019181132249,0,0,1ABcSR3BhXMGJpkRYY6FknPCkpbioCDHPu,7350000
4494332459280749,7291673796853585,1,1,1H7SiYmsdBjAiXTkbd1ZtLuthgryDdSo3R,2000000
4494332459280749,7515019181132249,0,0,1ABcSR3BhXMGJpkRYY6FknPCkpbioCDHPu,7350000
7515019181132249,1741064565167783,0,0,16qRrDMv6DAWSX9BxcxR9z3RTJRmbPoVHh,5350000
7515019181132249,UTXO5,1,-1,1DBSBTFFnR9x48pDVkxQo2oRBV885XzdLP,2000000
7515019181132249,1741064565167783,0,0,16qRrDMv6DAWSX9BxcxR9z3RTJRmbPoVHh,5350000
1741064565167783,5980101468708655,0,0,17bj2sEeS7qzy6WLzZRpxK4i2ATEYbMWXX,3950000
1741064565167783,3668474376656769,1,12,1EgT1x7SVdX2PQV63tpYr9sHuiz5ArtmNm,1400000
